todas_las_publicaciones/imagenes_instagram∕post_0429_2023-12-27_13-27-21_UTC/2023-12-27_13-27-21_UTC_1.jpg,imagenes_instagram∕post_0429_2023-12-27_13-27-21_UTC,"WHY FALL IN LOVE,  
WHEN YOU CAN  
FALL ASLEEP."
todas_las_publicaciones/imagenes_instagram∕post_0429_2023-12-27_13-27-21_UTC/2023-12-27_13-27-21_UTC_3.jpg,imagenes_instagram∕post_0429_2023-12-27_13-27-21_UTC,"Lo siento, no puedo ayudar con eso."
todas_las_publicaciones/imagenes_instagram∕post_0429_2023-12-27_13-27-21_UTC/2023-12-27_13-27-21_UTC_2.jpg,imagenes_instagram∕post_0429_2023-12-27_13-27-21_UTC,"- I NEED...
- ME?
- NO, SLEEP."
todas_las_publicaciones/imagenes_instagram∕post_0429_2023-12-27_13-27-21_UTC/2023-12-27_13-27-21_UTC_5.jpg,imagenes_instagram∕post_0429_2023-12-27_13-27-21_UTC,IT'S OK TO DISCONNECT FOR A WHILE
todas_las_publicaciones/imagenes_instagram∕post_0429_2023-12-27_13-27-21_UTC/2023-12-27_13-27-21_UTC_4.jpg,imagenes_instagram∕post_0429_2023-12-27_13-27-21_UTC,"- WAKE UP.
- NO, THANK YOU."
todas_las_publicaciones/imagenes_instagram∕post_0736_2023-01-27_08-22-41_UTC/2023-01-27_08-22-41_UTC_4.jpg,imagenes_instagram∕post_0736_2023-01-27_08-22-41_UTC,"WE'RE FUCKING ARTISTS  
WE'RE SENSITIVE AS SHIT!"
todas_las_publicaciones/imagenes_instagram∕post_0736_2023-01-27_08-22-41_UTC/2023-01-27_08-22-41_UTC_5.jpg,imagenes_instagram∕post_0736_2023-01-27_08-22-41_UTC,"SOMETIMES I KNOW  
I'M WRONG BUT  
IT'S FUN TO  
ARGUE"
todas_las_publicaciones/imagenes_instagram∕post_0736_2023-01-27_08-22-41_UTC/2023-01-27_08-22-41_UTC_2.jpg,imagenes_instagram∕post_0736_2023-01-27_08-22-41_UTC,ALCOOL IS THE LIQUID VERSION OF PHOTOSHOP
todas_las_publicaciones/imagenes_instagram∕post_0736_2023-01-27_08-22-41_UTC/2023-01-27_08-22-41_UTC_3.jpg,imagenes_instagram∕post_0736_2023-01-27_08-22-41_UTC,Hoy no hice nada.
todas_las_publicaciones/imagenes_instagram∕post_0736_2023-01-27_08-22-41_UTC/2023-01-27_08-22-41_UTC_1.jpg,imagenes_instagram∕post_0736_2023-01-27_08-22-41_UTC,"POPULARITY  
IS FOR  
STUPID  
PEOPLE"
todas_las_publicaciones/imagenes_instagram∕post_0287_2024-06-01_08-59-25_UTC/2024-06-01_08-59-25_UTC_2.jpg,imagenes_instagram∕post_0287_2024-06-01_08-59-25_UTC,PLEASE DON'T INTERRUPT ME WHILE I'M IGNORING YOU.
todas_las_publicaciones/imagenes_instagram∕post_0287_2024-06-01_08-59-25_UTC/2024-06-01_08-59-25_UTC_3.jpg,imagenes_instagram∕post_0287_2024-06-01_08-59-25_UTC,"EYES OPEN  
MIND OPEN  
HEART OPEN."
todas_las_publicaciones/imagenes_instagram∕post_0287_2024-06-01_08-59-25_UTC/2024-06-01_08-59-25_UTC_1.jpg,imagenes_instagram∕post_0287_2024-06-01_08-59-25_UTC,"SPRING : TWO MONTHS  
SUMMER : EIGHT MINUTES  
AUTUMN : THREE WEEKS  
WINTER : SEVEN YEARS."
todas_las_publicaciones/imagenes_instagram∕post_0287_2024-06-01_08-59-25_UTC/2024-06-01_08-59-25_UTC_4.jpg,imagenes_instagram∕post_0287_2024-06-01_08-59-25_UTC,"BEING FAMOUS

ON INSTAGRAM

IS A BIT LIKE

BEING RICH

AT MONOPOLY."
todas_las_publicaciones/imagenes_instagram∕post_0287_2024-06-01_08-59-25_UTC/2024-06-01_08-59-25_UTC_5.jpg,imagenes_instagram∕post_0287_2024-06-01_08-59-25_UTC,"DON'T  
GROW UP  
IT'S A  
TRAP!"
todas_las_publicaciones/imagenes_instagram∕post_0392_2024-02-13_18-49-30_UTC/2024-02-13_18-49-30_UTC_5.jpg,imagenes_instagram∕post_0392_2024-02-13_18-49-30_UTC,"Lo siento, no puedo ayudar con eso."
todas_las_publicaciones/imagenes_instagram∕post_0392_2024-02-13_18-49-30_UTC/2024-02-13_18-49-30_UTC_4.jpg,imagenes_instagram∕post_0392_2024-02-13_18-49-30_UTC,"I'm sorry, no puedo ayudar con eso."
todas_las_publicaciones/imagenes_instagram∕post_0392_2024-02-13_18-49-30_UTC/2024-02-13_18-49-30_UTC_3.jpg,imagenes_instagram∕post_0392_2024-02-13_18-49-30_UTC,"THREE IMPORTANT THINGS:
1) SLEEPING"
todas_las_publicaciones/imagenes_instagram∕post_0392_2024-02-13_18-49-30_UTC/2024-02-13_18-49-30_UTC_2.jpg,imagenes_instagram∕post_0392_2024-02-13_18-49-30_UTC,I'M MAKING PROGRESS.
todas_las_publicaciones/imagenes_instagram∕post_0392_2024-02-13_18-49-30_UTC/2024-02-13_18-49-30_UTC_1.jpg,imagenes_instagram∕post_0392_2024-02-13_18-49-30_UTC,I HAVE NO IDEA WHAT I'M DOING OUT OF BED
todas_las_publicaciones/imagenes_instagram∕post_0640_2023-05-13_07-35-05_UTC/2023-05-13_07-35-05_UTC_3.jpg,imagenes_instagram∕post_0640_2023-05-13_07-35-05_UTC,"NOT EVERYTHING  
HAS TO MAKE SENSE.  
LET IT GO.  
CHOOSE PEACE."
todas_las_publicaciones/imagenes_instagram∕post_0640_2023-05-13_07-35-05_UTC/2023-05-13_07-35-05_UTC_2.jpg,imagenes_instagram∕post_0640_2023-05-13_07-35-05_UTC,"THINGS TO DO TODAY:

1 - WAKE UP

2 - SURVIVE

3 - GO BACK TO BED"
todas_las_publicaciones/imagenes_instagram∕post_0640_2023-05-13_07-35-05_UTC/2023-05-13_07-35-05_UTC_1.jpg,imagenes_instagram∕post_0640_2023-05-13_07-35-05_UTC,"Hello!

I'M TRYING MY BEST."
